日期,平均温度 (°F),平均湿度 (%),平均露点(°F),平均气压（英寸）,平均风速（mph）,平均阵风速度（mph）,平均方向（°deg）,月降水量（in）年,降水量（in ）,每分钟最大雨量,最高温度（°F）,最低温度（°F）,最高湿度（％）,最低湿度（％）,最高压力,最低压力,最大风速（mph）,最大阵风速度（mph）,最大热量指数（°F）,日期,月份,压力差
10/8/2017,51.6,37,20.6,29.5,6.7,10.2,267,0.67,11.49,0,73.2,30.9,93,13,29.783,29.241,20.7,27.6,67.3,10/8/2017,10,0.542
10/9/2017,27.1,90,24.6,30.2,2.5,4.3,274,0.88,11.7,0,73.2,20.5,93,86,30.491,29.77,11.5,16.1,32.1,10/9/2017,10,0.721
10/10/2017,30.9,77,23.6,30.4,0.4,1,274,0.91,11.73,0,73.2,12.8,90,40,30.584,30.163,5.8,8.1,52,10/10/2017,10,0.421
10/11/2017,54.7,20,10.1,29.8,7.2,10.6,252,0.91,11.73,0,73.2,26.3,91,8,30.183,29.61,19.6,28.8,67.6,10/11/2017,10,0.573
10/12/2017,53.4,32,21,29.7,6,9,219,0.91,11.73,0,73.2,37.2,66,13,29.893,29.564,26.5,34.5,67.4,10/12/2017,10,0.329
10/3/2017,37.1,79,31.2,30.2,1.9,3.2,266,0.59,11.41,0,73.2,27.2,89,68,30.344,29.96,9.2,11.5,44.1,10/3/2017,10,0.384
10/4/2017,46.5,74,37.5,30.1,1.4,2.5,262,0.6,11.42,0,73.1,29.1,93,43,30.384,29.934,11.5,16.1,65.6,10/4/2017,10,0.45
10/5/2017,45.7,70,35.1,30,1.3,2.5,271,0.6,11.42,0,73.1,33.1,94,36,30.159,29.874,8.1,12.7,61.6,10/5/2017,10,0.285
10/6/2017,41.7,55,23.4,29.9,7.9,12.1,260,0.6,11.42,0,73.1,28.1,93,22,29.991,29.641,32.2,36.8,54.7,10/6/2017,10,0.35
9/18/2017,53.3,49,29,29.8,4,5.9,272,0.13,10.04,0,73,33.2,90,15,30.042,29.489,19.6,26.5,74,9/18/2017,9,0.553
9/19/2017,62.5,19,18.3,29.4,8.9,13,272,0.13,10.04,0,73,53.5,41,11,29.498,29.217,26.5,38,73.4,9/19/2017,9,0.281
9/20/2017,55.4,39,29.3,29.6,6.6,9.6,273,0.13,10.04,0,73,39.9,61,17,29.712,29.423,21.9,31.1,75.1,9/20/2017,9,0.289
9/21/2017,58.3,30,20.9,29.5,4.9,7.5,273,0.13,10.04,0,73,35,68,10,29.658,29.284,20.7,28.8,77.2,9/21/2017,9,0.374
9/22/2017,51.8,45,28.8,29.5,2.8,4.8,277,0.13,10.04,0,73,33.5,74,18,29.744,29.376,29.9,31.1,75.6,9/22/2017,9,0.368
9/23/2017,43.7,78,36.8,29.7,2.2,3.8,277,0.36,10.26,0,73,35.8,92,47,29.875,29.591,16.1,19.6,58.9,9/23/2017,9,0.284
9/24/2017,39.5,90,36.7,29.9,1.6,3.1,275,0.69,10.59,0,73,33.8,93,76,30.006,29.722,10.4,13.8,45.1,9/24/2017,9,0.284
9/25/2017,38.7,79,32.3,30,1.6,3,275,0.69,10.59,0,73,28.8,93,55,30.126,29.902,11.5,19.6,51.1,9/25/2017,9,0.224
9/26/2017,42.6,72,33.8,30.1,1.7,3.2,275,0.69,10.59,0,72.9,31.3,92,47,30.167,29.987,10.4,13.8,53.5,9/26/2017,9,0.18
9/27/2017,43.7,83,39,30.2,1,2.1,275,0.69,10.59,0,72.8,42.1,90,77,30.215,30.066,5.8,10.4,47,9/27/2017,9,0.149
9/28/2017,43.2,88,39.9,30.2,1.1,2.2,275,0.87,10.77,0,72.8,40.6,93,76,30.221,30.108,5.8,8.1,47.3,9/28/2017,9,0.113
9/29/2017,44,85,39.6,30.1,1.6,2.9,275,0.92,10.82,0,72.8,33.5,95,58,30.226,29.978,10.4,12.7,56.5,9/29/2017,9,0.248
9/30/2017,48.3,61,33.2,29.9,4.8,7.4,256,0.92,10.82,0,72.8,35.2,94,22,30.029,29.626,19.6,26.5,62.9,9/30/2017,9,0.403
10/1/2017,44.5,70,35,29.6,4.5,7.2,235,0.25,11.07,0,72.8,38.3,87,37,29.739,29.443,16.1,28.8,58,10/1/2017,10,0.296
10/2/2017,34.9,84,30.4,29.8,2.2,3.7,267,0.54,11.36,0,72.8,31.8,93,63,29.96,29.643,12.7,21.9,38.8,10/2/2017,10,0.317
9/7/2017,56.9,50,34.4,29.9,1.7,3.2,275,0.01,9.92,0,72.8,37.6,89,18,30.018,29.768,11.5,18.4,76.6,9/7/2017,9,0.25
9/8/2017,56.7,55,37.6,29.9,2.8,4.5,269,0.03,9.94,0,72.8,39.1,80,19,30.024,29.791,17.3,24.2,77.4,9/8/2017,9,0.233
9/9/2017,59.1,57,41.2,29.9,2.9,4.5,262,0.07,9.98,0,72.8,43.6,88,18,30.007,29.791,18.4,26.5,79.9,9/9/2017,9,0.216
9/10/2017,58.3,60,42.6,30,2.3,3.7,275,0.08,9.99,0,72.8,44.3,84,20,30.051,29.83,12.7,19.6,77.9,9/10/2017,9,0.221
9/11/2017,58.7,64,44.7,30,1.2,2.3,273,0.09,10,0,72.8,46.2,89,26,30.116,29.895,9.2,13.8,77.7,9/11/2017,9,0.221
9/12/2017,62,49,38,29.8,1.8,3.2,274,0.09,10,0,72.8,41.6,91,15,30.019,29.606,11.5,17.3,79.2,9/12/2017,9,0.413
9/13/2017,63.6,38,35.7,29.6,4,6.4,273,0.09,10,0,72.8,51.1,62,17,29.681,29.474,17.3,28.8,78.3,9/13/2017,9,0.207
9/14/2017,59.9,46,37.2,29.6,3.7,5.6,268,0.1,10.01,0,72.7,47.6,68,20,29.693,29.445,18.4,26.5,76.3,9/14/2017,9,0.248
9/15/2017,59.3,34,29.3,29.5,8.1,12.1,272,0.12,10.03,0,72.7,48,72,15,29.728,29.388,23,32.2,74.3,9/15/2017,9,0.34
9/16/2017,51.8,51,31.3,29.8,6.6,9.6,272,0.13,10.04,0,72.7,39.2,86,15,30.044,29.576,25.3,34.5,64.2,9/16/2017,9,0.468
9/17/2017,48.1,67,35.6,29.9,2.4,3.9,277,0.13,10.04,0,72.7,30.9,92,20,30.168,29.811,18.4,24.2,74.3,9/17/2017,9,0.357
8/29/2017,58.9,51,38.1,29.9,2,3.2,272,1.66,9.55,0,72.7,41.1,81,17,30.066,29.822,19.6,28.8,79.5,8/29/2017,8,0.244
8/30/2017,59.7,52,39.6,29.9,1.7,2.8,273,1.66,9.55,0,72.7,42.1,81,20,30.015,29.781,18.4,28.8,77.7,8/30/2017,8,0.234
8/31/2017,58.4,64,44.3,29.8,2.6,4,272,2.01,9.9,0,72.7,44.5,88,22,29.976,29.733,15,19.6,78,8/31/2017,8,0.243
9/1/2017,61.9,52,40.8,29.9,3,4.9,272,0.01,9.92,0,72.7,47.3,92,20,29.943,29.754,16.1,25.3,77.7,9/1/2017,9,0.189
9/2/2017,60.7,51,38.9,30,1.3,2.6,261,0.01,9.92,0,72.7,40.3,88,21,30.114,29.896,10.4,20.7,78.5,9/2/2017,9,0.218
9/3/2017,65.4,40,33.1,29.9,1.8,3.2,267,0.01,9.92,0,72.7,42.9,81,10,30.051,29.82,13.8,19.6,84.7,9/3/2017,9,0.231
9/4/2017,60.3,43,34.2,29.9,2.8,4.8,276,0.01,9.92,0,72.7,41.5,68,8,30.096,29.792,16.1,25.3,82.6,9/4/2017,9,0.304
9/5/2017,53.3,60,39.3,30.1,2.7,4.7,278,0.01,9.92,0,72.7,41.3,82,40,30.194,29.915,10.4,16.1,64.7,9/5/2017,9,0.279
9/6/2017,53.9,60,37.6,30,1.6,3,272,0.01,9.92,0,72.7,34.1,94,27,30.21,29.871,10.4,16.1,77.2,9/6/2017,9,0.339
8/28/2017,60.8,50,37.8,29.9,1.7,3.2,276,1.52,9.41,0,72.6,40.3,88,15,30.076,29.846,10.4,19.6,80.2,8/28/2017,8,0.23
8/22/2017,58.2,66,45.8,30,2.2,3.8,276,1.51,9.4,0,72.5,40.9,94,38,30.094,29.862,12.7,19.6,77.4,8/22/2017,8,0.232
8/23/2017,61.1,50,40.4,29.8,2.7,4.3,272,1.51,9.4,0,72.5,48.5,75,17,29.921,29.762,15,19.6,77.6,8/23/2017,8,0.159
8/24/2017,57.6,56,40.3,29.8,1.6,2.9,274,1.52,9.41,0,72.5,41.9,87,19,29.929,29.664,13.8,19.6,77.5,8/24/2017,8,0.265
8/25/2017,60.2,47,37.2,29.8,2.3,3.9,275,1.52,9.41,0,72.5,41.3,78,20,29.881,29.717,16.1,24.2,77.6,8/25/2017,8,0.164
8/26/2017,63.9,40,33.4,29.9,2.1,3.6,276,1.52,9.41,0,72.5,42.5,76,13,30.045,29.791,23,27.6,81.5,8/26/2017,8,0.254
8/27/2017,61.2,44,36.9,30,1.9,3.5,277,1.52,9.41,0,72.5,43.5,69,22,30.074,29.839,15,19.6,77.6,8/27/2017,8,0.235
8/6/2017,53.8,84,48.8,29.9,1.9,3.4,273,0.5,8.39,0,72.5,42.9,95,61,29.966,29.731,10.4,13.8,65.3,8/6/2017,8,0.235
8/7/2017,51.2,90,48.5,30,1.4,2.8,275,0.99,8.88,0,72.5,46.4,94,83,30.069,29.838,9.2,12.7,55.3,8/7/2017,8,0.231
8/8/2017,52,83,46.5,30,1.5,2.6,270,1.07,8.96,0,72.5,43.5,96,51,30.101,29.897,13.8,20.7,65.6,8/8/2017,8,0.204
8/9/2017,52.9,81,46.6,30,1.8,3,269,1.28,9.17,0,72.5,43.6,95,49,30.099,29.875,16.1,24.2,65.8,8/9/2017,8,0.224
8/10/2017,53.6,82,47.9,30,2.6,4.3,275,1.3,9.19,0,72.5,45.2,96,50,30.117,29.881,15,21.9,67.6,8/10/2017,8,0.236
8/11/2017,56,72,45.9,30,1.8,3.2,277,1.3,9.19,0,72.5,41.3,96,40,30.132,29.818,11.5,16.1,77.5,8/11/2017,8,0.314
8/12/2017,60.4,53,40.9,29.8,5.2,7.7,271,1.3,9.19,0,72.5,44.6,90,26,29.891,29.644,19.6,26.5,77.3,8/12/2017,8,0.247
8/13/2017,59.5,57,42.5,29.7,3.9,6.1,273,1.31,9.2,0,72.5,46.1,86,24,29.816,29.644,18.4,24.2,77.4,8/13/2017,8,0.172
8/14/2017,60.5,55,42.3,29.6,3.4,5.4,273,1.34,9.23,0,72.4,46.8,87,22,29.77,29.538,15,25.3,78,8/14/2017,8,0.232
8/15/2017,60.2,56,42.1,29.6,3.7,5.8,271,1.38,9.27,0,72.3,45.2,92,19,29.694,29.511,16.1,24.2,77.4,8/15/2017,8,0.183
8/16/2017,55.9,61,42.2,29.8,2.8,4.6,275,1.45,9.34,0,72.3,44.2,86,41,29.967,29.581,12.7,19.6,64.3,8/16/2017,8,0.386
8/17/2017,57.9,54,36.5,29.9,2.7,4.6,273,1.45,9.34,0,72.3,38.2,93,18,30.054,29.795,16.1,26.5,77.7,8/17/2017,8,0.259
8/18/2017,62.1,47,38.7,29.8,1.7,3.1,274,1.45,9.34,0,72.3,42.3,76,15,29.963,29.751,11.5,18.4,78.9,8/18/2017,8,0.212
8/19/2017,64.9,40,32.5,29.7,2.9,4.8,275,1.45,9.34,0,72.3,41.8,82,7,29.9,29.646,16.1,25.3,83.1,8/19/2017,8,0.254
8/20/2017,63.3,39,36.6,29.7,2.3,3.8,270,1.5,9.39,0,72.2,50.1,67,17,29.855,29.619,15,19.6,78,8/20/2017,8,0.236
8/21/2017,59.4,55,40.8,29.9,2.2,3.5,270,1.5,9.39,0,72.1,42.5,83,19,29.977,29.722,13.8,20.7,79,8/21/2017,8,0.255
8/4/2017,65.1,51,40.5,29.8,2.7,4.3,274,0.25,8.14,0,72.1,46.2,94,14,30.037,29.503,13.8,25.3,81.4,8/4/2017,8,0.534
8/5/2017,63.4,51,42.9,29.6,7.1,10.6,274,0.45,8.34,0,72.1,46.5,89,25,29.796,29.471,18.4,25.3,78.7,8/5/2017,8,0.325
7/26/2017,59.6,86,55.1,29.9,1.3,2.3,273,2.22,7.75,0,72.1,53.1,95,58,29.958,29.734,10.4,13.8,76.2,7/26/2017,7,0.224
7/27/2017,63,76,54.7,29.8,0.1,0.2,274,2.3,7.83,0,72.1,50.4,96,52,29.962,29.705,3.5,4.6,77.5,7/27/2017,7,0.257
7/28/2017,64.5,62,49,29.8,0,0,284,2.35,7.88,0,72.1,48.3,91,24,29.858,29.672,0,0,80,7/28/2017,7,0.186
7/29/2017,62.3,71,51.7,29.8,0,0,284,2.37,7.9,0,72.1,54.7,92,36,29.926,29.716,0,0,77.4,7/29/2017,7,0.21
7/30/2017,61.9,69,50.8,29.9,0,0,284,2.37,7.9,0,72.1,50.1,92,41,29.99,29.819,0,0,77.7,7/30/2017,7,0.171
7/31/2017,62.9,55,42.6,30,0,0,284,2.37,7.9,0,72.1,44.3,94,22,30.061,29.859,0,0,78.8,7/31/2017,7,0.202
8/1/2017,61,53,40.8,30,0,0,284,0.01,7.9,0,72.1,44.9,89,22,30.064,29.914,0,0,77.4,8/1/2017,8,0.15
8/2/2017,60.4,54,41,29.9,0,0,284,0.03,7.92,0,72.1,41.6,84,17,30.006,29.82,0,0,78.7,8/2/2017,8,0.186
8/3/2017,52.9,83,47.8,30,0,0,284,0.23,8.12,0,72.1,50.4,92,56,30.089,29.87,0,0,59.6,8/3/2017,8,0.219
7/22/2017,62.1,67,49.4,29.8,1.4,2.5,273,1.87,7.4,0,72.1,48.6,93,31,29.947,29.713,20.7,24.2,77.9,7/22/2017,7,0.234
7/23/2017,64.1,57,46.2,29.8,1.8,3,271,1.87,7.4,0,72,46.1,90,28,29.941,29.67,11.5,17.3,79.5,7/23/2017,7,0.271
7/24/2017,66.8,47,42.2,29.7,2.2,3.7,271,1.9,7.43,0,72,48,84,15,29.843,29.521,16.1,24.2,82,7/24/2017,7,0.322
7/25/2017,62.9,62,47.6,29.7,1.7,2.9,273,1.96,7.49,0,72,51.9,92,27,29.917,29.469,11.5,17.3,78.7,7/25/2017,7,0.448
7/19/2017,66.1,51,44.7,29.8,3.6,5.6,276,0.74,6.27,0,72,50.2,76,17,29.943,29.638,12.7,19.6,84,7/19/2017,7,0.305
7/20/2017,67.1,55,49.5,29.8,2.8,4.7,273,0.74,6.27,0,72,54.8,76,33,29.922,29.66,15,19.6,81.9,7/20/2017,7,0.262
7/21/2017,63.6,62,48,29.7,3.3,5.1,272,1.67,7.2,0,72,55,91,22,29.872,29.642,15,20.7,80.5,7/21/2017,7,0.23
7/10/2017,64.3,56,45.4,29.7,2.3,3.8,273,0.62,6.15,0,72,47.6,88,19,29.867,29.613,11.5,19.6,82.3,7/10/2017,7,0.254
7/11/2017,67.9,48,45.3,29.6,4.2,6.4,275,0.67,6.2,0,71.9,54.4,89,22,29.704,29.517,15,24.2,79.7,7/11/2017,7,0.187
7/12/2017,62.2,65,49.7,29.8,1.4,2.6,272,0.68,6.21,0,71.9,54.4,82,44,29.917,29.569,6.9,11.5,77.4,7/12/2017,7,0.348
7/13/2017,62.6,58,45,29.9,2,3.6,275,0.68,6.21,0,71.9,45.4,93,23,29.999,29.838,11.5,16.1,78,7/13/2017,7,0.161
7/14/2017,65.1,51,43.8,29.9,2.4,4.1,274,0.68,6.21,0,71.9,45.4,87,21,30.03,29.801,11.5,18.4,79.7,7/14/2017,7,0.229
7/15/2017,63.7,53,43.9,29.9,2.5,4.3,276,0.68,6.21,0,71.8,47.6,88,24,30.015,29.854,13.8,19.6,78.4,7/15/2017,7,0.161
7/16/2017,63.3,53,43.7,29.8,2.5,4.2,275,0.68,6.21,0,71.8,43.2,85,28,29.975,29.642,13.8,19.6,79.7,7/16/2017,7,0.333
7/17/2017,66,48,43.1,29.7,1.7,3,276,0.69,6.22,0,71.8,47.7,80,19,29.784,29.566,18.4,20.7,81.6,7/17/2017,7,0.218
7/18/2017,67.8,44,42.5,29.7,3.1,4.9,276,0.69,6.22,0,71.8,49.9,76,22,29.808,29.644,12.7,17.3,79.9,7/18/2017,7,0.164
6/30/2017,61.1,45,35.7,29.7,4.1,6.6,276,0.78,2.78,0,71.8,14.2,93,8,30.145,29.154,29.9,40.3,85.3,6/30/2017,6,0.991
7/1/2017,59.8,48,35.9,29.8,2.2,3.7,276,0,5.53,0,71.8,37.9,91,16,30.005,29.699,13.8,18.4,77.1,7/1/2017,7,0.306
7/2/2017,63.3,35,30.5,29.8,3.1,5,277,0,5.53,0,71.7,39.8,71,10,29.918,29.642,18.4,28.8,80.5,7/2/2017,7,0.276
7/3/2017,66,32,33.4,29.7,4.9,7.6,276,0,5.53,0,71.7,48.3,61,17,29.846,29.625,24.2,33.4,77.5,7/3/2017,7,0.221
7/4/2017,65.1,37,35.4,29.8,2.4,4.1,276,0.04,5.57,0,71.7,47.7,71,12,29.975,29.667,18.4,26.5,79.4,7/4/2017,7,0.308
7/5/2017,66.3,38,34.7,29.9,2.2,3.7,275,0.04,5.57,0,71.7,41.3,78,11,30.081,29.742,15,19.6,82.8,7/5/2017,7,0.339
7/6/2017,66.4,36,36,29.9,2.1,3.6,276,0.05,5.58,0,71.7,46.8,59,14,30.005,29.803,18.4,24.2,82.9,7/6/2017,7,0.202
7/7/2017,59.2,64,45.5,30,1.8,3.1,271,0.44,5.97,0,71.6,44.9,88,17,30.208,29.826,18.4,24.2,80.7,7/7/2017,7,0.382
7/8/2017,59.7,68,48,30,1.3,2.4,273,0.54,6.07,0,71.6,45.8,93,33,30.127,29.821,9.2,18.4,77.4,7/8/2017,7,0.306
7/9/2017,62.7,59,45.2,29.8,1.6,2.8,273,0.6,6.13,0,71.6,44.5,89,16,30.069,29.667,17.3,25.3,81.1,7/9/2017,7,0.402
6/29/2017,61.1,45,35.6,29.7,4.1,6.6,276,0.75,2.75,0,71.6,14.2,93,8,30.146,29.154,29.9,40.3,85.3,6/29/2017,6,0.992
6/19/2017,60.4,52,41.3,29.8,2.1,3.8,277,0.63,2.63,0,71.6,40.3,86,31,29.932,29.779,11.5,16.1,77.5,6/19/2017,6,0.153
6/20/2017,68,39,35.7,29.7,4,6.5,276,0.63,2.63,0,71.6,42.5,83,11,29.908,29.573,17.3,25.3,85.3,6/20/2017,6,0.335
6/21/2017,74.2,22,31.1,29.5,6.3,10.1,277,0.63,2.63,0,71.6,61.5,42,8,29.603,29.422,20.7,34.5,83.6,6/21/2017,6,0.181
6/22/2017,65.5,40,38.7,29.5,3.9,5.9,276,0.63,2.63,0,71.6,53.6,71,17,29.666,29.386,15,24.2,79.2,6/22/2017,6,0.28
6/23/2017,51.2,71,42,29.9,3.6,6.2,277,0.68,2.68,0,71.6,42.8,90,54,30.109,29.667,13.8,20.7,57.6,6/23/2017,6,0.442
6/24/2017,53.7,64,41,30,2.3,4,277,0.68,2.68,0,71.6,37.8,90,46,30.145,29.96,11.5,17.3,64,6/24/2017,6,0.185
6/25/2017,56.4,66,44.5,30,2.7,4.6,277,0.68,2.68,0,71.6,42.3,91,40,30.127,29.919,11.5,18.4,77.5,6/25/2017,6,0.208
6/26/2017,60.9,50,38.3,29.9,2.3,4,277,0.68,2.68,0,71.6,37.8,92,18,30.097,29.694,12.7,18.4,77.4,6/26/2017,6,0.403
6/27/2017,65.8,36,31.3,29.5,4.8,7.7,277,0.68,2.68,0,71.6,43.1,82,9,29.747,29.351,25.3,39.1,80.8,6/27/2017,6,0.396
6/28/2017,61,45,35.5,29.7,4.1,6.7,276,0.68,2.68,0,71.6,14.2,93,8,30.207,29.154,29.9,40.3,85.3,6/28/2017,6,1.053
6/14/2017,61.9,26,26.4,29.6,7.1,11.1,275,0.63,2.63,0,71.6,48.8,43,17,29.799,29.568,19.6,32.2,76.2,6/14/2017,6,0.231
6/15/2017,62.5,31,28,29.7,2.7,4.9,277,0.63,2.63,0,71.5,14.2,67,12,29.87,29.615,18.4,26.5,78.6,6/15/2017,6,0.255
6/16/2017,64.6,32,30.5,29.6,5.3,8.9,277,0.63,2.63,0,71.5,40.8,68,15,29.752,29.419,21.9,31.1,80,6/16/2017,6,0.333
6/17/2017,63.2,45,39.3,29.5,5.7,8.8,277,0.63,2.63,0,71.5,51,77,23,29.734,29.388,20.7,33.4,77.7,6/17/2017,6,0.346
6/18/2017,64.4,44,38.3,29.7,3.9,6.5,277,0.63,2.63,0,71.5,23.6,80,17,29.884,29.61,12.7,19.6,78.4,6/18/2017,6,0.274
6/13/2017,58.2,19,15.7,29.5,9.9,15.3,276,0.63,2.63,0,71.5,52,32,11,29.616,29.325,29.9,40.3,65,6/13/2017,6,0.291
5/23/2017,40.5,51,23.4,30.1,2.3,3.9,265,1.86,3.86,0,71.5,32,70,30,30.305,29.907,15,26.5,52.8,5/23/2017,5,0.398
5/24/2017,57.9,36,28.1,29.5,9.7,14.7,269,1.86,3.86,0,71.5,32.5,80,16,29.947,29.202,32.2,39.1,75.3,5/24/2017,5,0.745
5/25/2017,52.8,52,34.2,29.3,6.2,9.5,271,1.86,3.86,0,71.5,41.5,87,27,29.652,29.128,31.1,35.7,62,5/25/2017,5,0.524
5/26/2017,49.8,74,41.2,29.7,3.8,6,276,1.97,3.97,0,71.5,33.7,95,47,29.882,29.602,15,18.4,59.3,5/26/2017,5,0.28
6/2/2017,58.7,47,37.6,29.8,6.5,9.7,273,0.13,2.13,0,71.5,46.1,75,30,29.915,29.633,17.3,26.5,66.3,6/2/2017,6,0.282
6/3/2017,57.4,48,36.1,29.9,2.7,4.8,276,0.27,2.27,0,71.5,34.7,88,25,30.022,29.829,13.8,20.7,75.6,6/3/2017,6,0.193
6/4/2017,57.4,53,38.3,29.8,2.3,4,277,0.27,2.27,0,71.5,35,89,26,29.993,29.668,12.7,17.3,77.3,6/4/2017,6,0.325
6/5/2017,58.2,57,41.9,29.8,2.5,4,270,0.44,2.44,0,71.5,40.8,89,30,29.958,29.671,21.9,32.2,77.3,6/5/2017,6,0.287
6/6/2017,54.6,65,42.3,29.9,1.9,3.4,271,0.44,2.44,0,71.4,43.5,86,41,30.038,29.85,13.8,20.7,67.9,6/6/2017,6,0.188
6/7/2017,55.8,67,43.9,29.9,2.6,4.4,274,0.61,2.61,0,71.3,38.6,93,32,30.075,29.764,19.6,26.5,77.5,6/7/2017,6,0.311
6/8/2017,58.8,58,41.9,29.7,2.2,3.9,274,0.61,2.61,0,71.3,39.1,92,27,29.943,29.567,12.7,18.4,77.6,6/8/2017,6,0.376
6/9/2017,67.3,24,23.9,29.4,7.3,11,273,0.61,2.61,0,71.3,43.9,81,11,29.626,29.249,19.6,29.9,78,6/9/2017,6,0.377
6/10/2017,69.9,28,32.3,29.2,7.8,11.6,276,0.61,2.61,0,71.3,53.3,69,12,29.375,29.161,27.6,40.3,78.9,6/10/2017,6,0.214
6/11/2017,65.2,39,35.5,29.4,4.8,7.8,275,0.61,2.61,0,71.3,52.5,76,10,29.613,29.154,19.6,32.2,77.5,6/11/2017,6,0.459
6/12/2017,62.7,51,39.7,29.5,3.8,6.5,275,0.63,2.63,0,71.3,45.1,89,8,29.666,29.21,18.4,31.1,77.8,6/12/2017,6,0.456
5/6/2017,62.6,32,28.7,29.6,3.6,6.1,273,0,2,0,71.1,34.2,79,0,29.842,29.464,16.1,24.2,77.1,5/6/2017,5,0.378
5/7/2017,54.8,49,33.7,29.5,3.4,5.4,257,0.27,2.27,0,71.1,44.1,81,21,29.74,29.398,19.6,31.1,75.8,5/7/2017,5,0.342
5/8/2017,47.4,74,38.7,29.8,3.1,5.1,274,0.65,2.65,0,71.1,34.1,91,41,29.981,29.618,12.7,17.3,63.4,5/8/2017,5,0.363
5/9/2017,47.6,79,41.1,29.8,2,3.6,265,0.67,2.67,0,71.1,39.6,94,53,29.899,29.656,17.3,19.6,59.5,5/9/2017,5,0.243
5/10/2017,43,87,39.3,29.8,1.5,2.9,269,1.45,3.45,0,71.1,40.1,92,67,30.023,29.668,8.1,13.8,47.6,5/10/2017,5,0.355
5/11/2017,46.6,76,38.8,30,1.6,3.1,274,1.52,3.52,0,71.1,34.9,94,50,30.088,29.923,10.4,13.8,58.4,5/11/2017,5,0.165
5/12/2017,52.6,56,33.8,29.8,2,4,275,1.54,3.54,0,71.1,31.9,93,20,30.045,29.57,9.2,18.4,67.4,5/12/2017,5,0.475
5/13/2017,59.4,35,27.6,29.4,3.9,6.4,273,1.54,3.54,0,71,40.2,80,10,29.616,29.266,16.1,21.9,76.3,5/13/2017,5,0.35
5/14/2017,51.4,46,30.1,29.6,2.1,4.2,275,1.54,3.54,0,70.9,37,69,25,29.725,29.46,9.2,17.3,60.4,5/14/2017,5,0.265
5/15/2017,51.8,47,28.5,29.6,3.8,6.3,273,1.54,3.54,0,70.9,32,82,0,29.75,29.323,19.6,31.1,67.6,5/15/2017,5,0.427
5/16/2017,49.7,40,23.9,29.4,6.1,9.6,272,1.54,3.54,0,70.9,34.4,76,15,29.47,29.301,21.9,35.7,60.1,5/16/2017,5,0.169
5/17/2017,43,59,26.3,29.5,5.3,8.2,269,1.73,3.73,0,70.9,28.7,91,18,29.664,29.356,21.9,33.4,60.5,5/17/2017,5,0.308
5/18/2017,31.1,92,29,29.8,0,0,261,1.86,3.86,0,70.9,27.2,94,89,30.107,29.591,0,1.2,33.2,5/18/2017,5,0.516
5/22/2017,33.8,56,20.4,30.3,4,5,269,1.86,3.86,0,70.9,27,84,0,30.292,30.103,10.4,13.8,37.3,5/22/2017,5,0.189
4/21/2017,36.3,68,25.8,29.9,3.5,5.6,273,0.58,2.58,0,70.9,30.7,93,36,30.15,29.768,15,20.7,45.8,4/21/2017,4,0.382
4/22/2017,37.3,73,28.8,30.2,1.7,3.3,277,0.78,2.78,0,70.9,28.7,92,47,30.281,30.085,10.4,17.3,47.7,4/22/2017,4,0.196
4/23/2017,48.9,41,21.5,29.7,6.2,9.1,275,0.78,2.78,0,70.9,27.2,89,12,30.097,29.349,18.4,26.5,71.8,4/23/2017,4,0.748
4/24/2017,47.9,48,27.6,29.4,9.5,13.9,275,0.9,2.9,0,70.9,34,89,21,29.483,29.263,33.4,34.5,56,4/24/2017,4,0.22
4/25/2017,39.2,51,21.2,29.5,8.7,12.8,271,0.92,2.92,0,70.8,30.7,89,27,29.702,29.334,23,34.5,48.8,4/25/2017,4,0.368
4/6/2017,44.2,44,22.8,30,3.7,6.2,269,0.02,2.02,0,70.8,28.1,72,27,30.152,29.883,15,29.9,55.6,4/6/2017,4,0.269
4/7/2017,45.6,43,21.4,29.7,5.8,8.3,275,0.02,2.02,0,70.8,28.4,80,19,29.946,28.866,24.2,32.2,65.8,4/7/2017,4,1.08
4/8/2017,54.2,27,20,29.4,10.9,15.5,275,0.02,2.02,0,70.8,28.4,50,17,29.521,29.294,31.1,42.6,62.4,4/8/2017,4,0.227
4/9/2017,37.1,41,14.2,29.6,12.8,19.1,271,0.08,2.08,0,70.8,29.5,86,21,29.932,29.339,34.5,50.6,45.7,4/9/2017,4,0.593
4/10/2017,37.8,26,4.6,30,11.5,16.4,253,0.08,2.08,0,70.8,28.2,54,14,30.127,29.859,34.5,42.6,51.5,4/10/2017,4,0.268
4/11/2017,41.7,32,9.7,30,3.7,5.9,266,0.08,2.08,0,70.8,22.9,68,10,30.122,29.89,17.3,21.9,57.2,4/11/2017,4,0.232
4/12/2017,46.2,36,16.7,30,3.7,5.9,267,0.08,2.08,0,70.8,22.9,64,12,30.026,29.867,16.1,20.7,65.5,4/12/2017,4,0.159
4/13/2017,48.6,45,25,29.8,2.2,4.3,275,0.08,2.08,0,70.8,25.4,82,19,30.048,29.557,12.7,21.9,66.4,4/13/2017,4,0.491
4/14/2017,53.6,23,11.2,29.5,7.9,11.1,274,0.08,2.08,0,70.8,25.4,65,0,29.607,29.35,25.3,39.1,70,4/14/2017,4,0.257
4/15/2017,45.9,33,15.2,29.8,5.7,8.2,276,0.08,2.08,0,70.8,27,69,13,29.93,29.582,20.7,26.5,60.2,4/15/2017,4,0.348
